order_item_id,order_id,product_id,quantity,discount_pct,return_status
111,69,83,3,0.15,0
112,70,34,4,0.0,0
113,70,33,3,,0
114,71,45,1,0.0,0
115,72,92,2,0.0,0
116,72,99,3,0.05,0
117,73,43,2,0.25,0
118,74,50,2,0.0,0
119,74,17,1,0.15,0
120,75,83,3,0.0,0
121,76,67,4,0.2,0
122,76,29,3,0.0,0
123,77,91,1,0.0,0
124,78,43,1,0.15,0
125,79,74,4,0.0,0
126,79,49,3,0.25,0
127,80,11,2,0.0,0
128,81,71,1,,0
129,82,53,1,0.15,0
130,82,76,3,0.0,0
131,82,73,4,0.3,0
132,82,2,1,,0
133,83,24,2,0.0,0
134,83,93,4,0.0,0
135,83,39,2,0.0,0
136,83,59,4,0.15,0
137,83,33,2,0.2,0
138,84,57,2,0.15,0
139,85,86,3,0.0,0
140,85,33,-2,0.0,0
141,85,81,1,0.0,0
142,85,74,4,0.0,0
143,86,98,3,0.0,0
144,87,16,2,0.1,0
145,87,85,1,0.15,0
146,88,92,3,0.2,0
147,88,63,1,0.0,0
148,88,8,2,0.0,0
149,88,60,3,0.0,0
150,89,88,3,0.0,0
151,90,14,4,0.2,0
152,91,75,1,0.0,0
153,91,44,4,0.05,0
154,91,50,1,0.0,0
155,91,50,4,0.0,0
156,92,65,2,0.0,0
157,93,96,2,0.0,0
158,94,81,3,0.0,0
159,95,39,1,0.0,0
160,96,50,1,0.3,0
161,97,7,2,0.3,0
162,98,66,4,0.0,0
163,98,32,3,0.2,0
164,99,68,3,0.25,1
165,99,53,4,0.0,1
166,99,47,2,0.3,1
167,100,72,1,0.0,0
168,100,86,2,0.0,0
169,100,29,3,0.0,0
170,101,48,2,0.25,0
171,102,21,3,0.0,0
172,102,87,1,0.0,0
173,103,16,3,0.0,0
174,103,70,4,0.0,0
175,103,97,3,0.0,0
176,104,1,4,0.0,1
177,105,64,2,0.0,0
178,105,55,4,0.0,0
179,106,30,4,0.0,0
180,107,62,2,0.3,0
181,107,65,1,0.1,0
182,108,64,3,0.85,0
183,109,38,120,0.0,1
184,110,80,4,0.05,0
185,110,63,4,0.25,0
186,110,41,1,0.0,0
187,111,56,4,0.0,0
188,112,96,3,0.0,0
189,112,32,3,0.0,0
190,113,9,2,0.0,0
191,114,62,2,0.0,0
192,114,65,4,0.0,0
193,115,97,4,0.2,0
194,115,29,2,0.0,0
195,115,8,1,0.15,0
196,116,37,1,0.0,0
197,116,38,4,0.1,0
198,116,8,4,0.1,0
199,116,92,4,0.25,0
200,117,65,1,0.0,0
201,117,72,3,0.0,0
202,118,25,4,0.25,0
203,118,75,2,0.0,0
204,118,73,4,0.0,0
205,119,88,3,0.0,0
206,119,18,2,0.0,0
207,120,57,2,0.0,0
208,120,58,3,0.1,1
209,121,16,4,0.25,0
210,121,99,4,0.3,0
211,121,12,4,0.0,0
212,121,86,1,0.0,0
213,122,1,4,0.3,0
214,123,48,4,0.0,0
215,123,25,4,0.0,0
216,124,14,2,0.0,0
217,124,24,3,0.25,0
218,124,20,2,0.1,0
219,125,89,1,0.0,0
220,125,5,3,0.0,0
221,125,55,1,0.0,0
222,125,55,4,,0
223,125,45,4,0.0,0
224,126,13,3,0.0,0
225,127,85,1,0.1,0
226,127,96,1,,0
227,128,58,3,0.0,0
228,128,61,1,0.0,0
229,128,3,1,0.2,0
230,129,32,4,,0
231,130,44,4,0.0,0
232,130,83,3,0.0,0
233,130,6,3,0.15,0
234,131,18,4,,0
235,131,88,4,0.15,0
236,132,84,1,0.0,0
237,132,28,4,0.1,0
238,133,96,1,0.0,0
239,134,86,3,0.0,0
240,135,90,1,0.0,0
241,135,28,1,0.3,0
242,135,95,2,0.0,0
243,135,74,4,0.85,0
244,136,64,1,0.0,0
245,136,72,1,0.3,0
246,137,47,4,0.15,0
247,137,20,2,0.15,0
248,138,76,4,0.1,0
249,139,96,3,0.0,0
250,139,72,4,0.1,0
251,140,13,1,0.0,0
252,140,11,3,0.0,0
253,141,99,2,0.0,0
254,141,85,2,0.0,0
255,142,33,1,0.0,0
256,142,72,4,0.0,0
257,142,71,4,0.2,0
258,143,61,1,0.0,0
259,144,98,1,0.0,0
260,145,37,3,0.05,0
261,145,56,1,0.15,0
262,145,47,1,0.0,0
263,146,62,3,0.0,0
264,147,83,2,0.0,0
265,147,20,2,0.3,0
266,148,68,2,0.2,0
267,148,32,4,0.2,0
268,148,55,4,0.0,0
269,148,65,1,0.0,0
270,149,58,4,0.0,0
271,150,35,2,0.0,0
272,150,82,2,0.0,0
273,150,52,3,0.0,0
274,150,88,4,0.0,0
275,150,27,1,0.2,0
276,151,62,1,0.15,0
277,151,27,2,0.05,0
278,151,86,1,0.0,0
279,152,70,2,0.1,0
280,153,65,3,0.0,0
281,154,62,1,0.1,0
282,155,11,4,0.0,0
283,156,31,3,0.85,0
284,157,23,3,0.0,0
285,157,17,3,0.25,0
286,158,13,2,0.2,0
287,159,10,4,0.0,0
288,160,18,1,,0
289,161,55,4,0.0,0
290,161,54,4,0.0,0
291,162,6,2,0.0,0
292,162,59,3,0.0,0
293,162,2,2,,0
294,163,51,4,,0
295,163,84,4,0.15,0
296,164,67,2,0.1,0
297,165,20,2,0.25,0
298,165,99,1,0.25,0
299,166,38,3,0.3,0
300,166,40,3,0.0,0
301,167,95,4,0.2,0
302,168,45,3,0.0,0
303,169,70,1,,0
304,170,75,2,0.1,0
305,171,76,1,0.1,0
306,172,54,1,,0
307,173,42,4,0.1,0
308,173,88,1,0.0,0
309,174,30,4,0.05,0
310,174,25,1,0.0,0
311,175,41,3,,0
312,176,4,1,,0
313,177,30,2,0.0,0
314,177,48,4,0.1,0
315,178,91,4,0.0,0
316,179,42,1,0.25,0
317,180,57,3,0.0,0
318,181,20,4,0.0,0
319,181,64,3,0.05,0
320,182,91,1,0.0,0
321,183,62,3,0.0,0
322,184,21,1,0.3,0
323,185,57,2,0.0,0
324,185,92,1,0.0,0
325,186,61,1,0.05,0
326,186,12,4,0.0,0
327,186,14,1,0.3,0
328,187,86,1,0.0,1
329,188,49,4,0.05,0
330,189,17,1,0.0,0
331,189,20,1,0.15,0
332,189,23,1,0.0,0
333,190,85,4,0.25,0
334,190,30,1,0.0,0
335,191,96,1,0.0,0
336,192,29,3,0.3,0
337,192,20,4,0.1,0
338,192,97,4,0.1,0
339,193,56,3,0.0,0
340,194,100,3,0.3,0
341,194,84,2,0.0,0
342,194,31,1,0.0,0
343,194,6,4,0.0,0
344,194,96,1,0.0,0
345,195,14,3,0.0,0
346,196,31,2,0.3,0
347,196,61,4,,0
348,196,47,3,0.0,0
349,197,73,1,0.3,0
350,197,51,4,0.05,0
351,198,42,3,,0
352,199,9,4,0.0,0
353,200,95,2,0.2,0
354,201,5,4,0.2,0
355,201,79,1,0.1,0
356,202,75,2,0.0,0
357,203,31,2,0.2,0
358,203,45,-2,0.0,0
359,204,55,2,0.0,0
360,204,34,3,0.0,0
361,205,26,4,0.2,0
362,206,93,3,0.2,0
363,206,62,3,0.0,0
364,206,80,3,0.05,0
365,207,18,3,0.3,0
366,208,46,4,0.0,0
367,208,29,2,0.0,0
368,208,20,1,0.0,0
369,209,20,3,0.3,0
370,209,84,1,,0
371,209,98,2,0.0,0
372,210,92,1,0.1,0
373,211,5,2,0.0,0
374,212,99,3,0.05,0
375,212,68,4,0.0,0
376,212,16,1,0.0,0
377,212,18,1,0.0,0
378,213,9,2,0.2,0
379,213,92,2,0.0,0
380,214,70,2,0.0,0
381,214,74,2,0.15,0
382,214,63,1,,0
383,215,65,2,0.0,0
384,216,4,2,0.0,0
385,216,67,1,0.0,0
386,216,69,4,0.0,0
387,217,95,4,0.15,0
388,217,42,2,0.05,0
389,217,53,4,0.3,0
390,217,30,1,0.0,0
391,218,29,2,0.0,0
392,218,25,1,0.2,0
393,219,100,4,0.0,0
394,220,13,2,0.0,0
395,220,48,1,0.0,0
396,221,89,3,0.0,0
397,221,19,3,0.2,0
398,221,74,1,0.1,0
399,222,82,1,0.0,0
400,223,45,1,0.0,0
401,223,42,1,0.0,0
402,224,96,3,0.0,0
403,225,100,4,0.1,0
404,226,47,3,0.0,0
405,226,54,3,,0
406,227,94,4,0.0,0
407,228,4,3,0.0,0
408,228,45,1,0.2,1
409,229,56,3,,0
410,230,3,4,0.15,0
411,231,38,4,0.15,0
412,231,71,2,0.0,0
413,231,57,1,0.0,0
414,231,78,1,0.25,0
415,232,46,3,0.85,0
416,232,48,1,0.05,0
417,232,3,1,0.0,0
418,233,62,4,0.0,0
419,233,13,2,0.0,0
420,234,52,2,0.2,0
421,235,49,3,0.3,1
422,236,88,2,0.05,0
423,237,81,3,0.0,0
424,237,91,4,0.0,0
425,238,74,1,0.0,0
426,238,40,3,0.0,0
427,239,83,4,0.0,0
428,240,51,4,0.0,0
429,241,68,2,0.1,0
430,242,16,4,0.2,0
431,243,89,1,0.0,0
432,244,44,2,0.2,0
433,244,2,3,0.0,0
434,244,15,3,0.0,0
435,245,86,4,0.0,0
436,246,62,1,0.15,0
437,247,18,1,0.0,0
438,248,37,3,0.0,0
439,249,34,3,0.0,0
440,249,94,4,0.3,0
441,249,44,2,,0
442,250,100,120,0.0,0
443,251,81,2,0.0,0
444,251,72,3,0.0,0
445,252,3,4,0.0,0
446,252,24,4,0.0,0
447,253,26,1,0.85,0
448,254,46,4,0.0,0
449,255,63,3,0.0,0
450,255,25,4,0.0,0
451,256,44,3,,0
452,257,61,4,0.0,0
453,258,68,2,0.0,0
454,259,19,4,0.1,0
455,260,80,1,0.2,0
456,261,83,3,0.0,0
457,261,14,4,0.0,0
458,261,46,1,0.0,0
459,262,73,1,0.0,0
460,263,75,2,0.0,0
461,263,72,4,0.3,0
462,264,65,2,0.0,0
463,265,100,2,,0
464,266,18,1,0.0,0
465,267,46,3,0.1,0
466,268,84,2,0.0,0
467,268,92,4,0.0,0
468,268,86,3,0.0,0
469,268,68,4,0.2,0
470,269,79,3,,0
471,270,49,4,0.3,0
472,270,63,1,0.15,0
473,271,14,2,0.0,0
474,272,8,2,0.0,0
475,272,38,2,0.0,0
476,273,27,1,,0
477,274,51,2,0.0,0
478,275,92,4,0.1,0
479,275,47,1,0.0,0
480,276,57,2,0.25,0
481,276,6,1,0.15,0
482,276,10,2,0.0,0
483,276,34,1,0.0,0
484,277,52,3,0.0,0
485,278,93,3,0.0,0
486,279,39,1,0.0,0
487,279,9,3,0.0,0
488,280,20,2,0.0,0
489,281,78,1,0.0,0
490,281,43,3,0.0,1
491,281,23,3,0.0,0
492,282,97,4,0.15,0
493,282,21,4,0.05,0
494,282,13,3,0.0,0
495,283,43,4,,0
496,283,63,4,0.0,0
497,283,6,3,0.15,0
498,283,36,3,0.0,0
499,284,3,1,0.0,0
500,285,57,4,0.0,0
501,286,57,2,0.2,0
502,287,20,1,0.0,0
503,287,57,1,0.0,0
504,287,55,4,0.1,0
505,287,60,1,0.0,0
506,288,42,4,0.0,0
507,289,15,1,,0
508,290,33,3,0.0,0
509,291,55,4,0.0,0
510,291,89,2,0.0,0
511,292,16,1,0.0,0
512,293,47,2,0.0,0
513,294,60,3,0.0,0
514,295,22,1,0.25,0
515,296,99,1,0.3,0
516,297,8,4,0.05,0
517,297,20,1,0.0,0
518,297,22,4,0.0,0
519,298,80,1,0.2,0
520,299,74,3,0.0,0
521,300,7,3,0.2,0
522,301,80,3,0.0,0
523,301,3,3,,0
524,302,84,4,0.0,0
525,303,37,1,0.0,0
526,303,42,3,0.0,0
527,303,92,2,0.0,0
528,304,90,4,,0
529,304,81,1,0.25,0
530,305,80,3,0.25,0
531,305,82,3,0.0,0
532,305,8,1,0.3,0
533,306,59,3,0.1,1
534,307,7,1,0.0,0
535,307,63,4,0.25,0
535,307,63,4,0.25,0
536,308,63,4,0.1,0
537,309,45,2,,0
538,309,47,3,0.0,0
539,309,33,1,0.0,0
540,310,93,2,0.0,0
541,310,68,1,0.0,0
542,310,38,1,0.0,0
543,311,6,3,0.2,0
544,312,99,4,0.0,0
545,313,75,2,0.0,0
546,314,87,2,0.0,0
547,314,53,1,0.0,0
548,315,62,3,0.0,0
549,316,29,4,0.0,0
550,316,27,3,0.0,0
551,316,95,3,0.2,0
552,316,5,3,0.0,0
553,317,14,4,0.0,1
554,318,17,3,0.1,0
555,319,81,1,0.0,0
556,320,92,4,,1
557,320,32,4,0.0,0
558,320,6,2,0.3,0
559,321,54,2,0.0,0
560,322,68,2,0.05,0
561,323,78,2,0.2,0
562,323,47,4,0.05,0
563,324,52,2,0.0,0
564,324,70,4,,0
565,324,52,1,0.0,0
566,324,40,2,0.25,0
567,325,55,1,0.0,0
568,325,37,4,0.0,0
569,326,8,3,0.0,0
570,326,70,3,0.0,0
571,327,71,3,0.0,0
572,327,54,3,0.0,0
573,328,8,2,0.25,0
574,329,94,1,0.3,0
575,330,82,4,0.0,0
576,330,90,2,0.0,0
577,331,31,2,0.0,0
578,331,64,1,0.15,0
579,331,13,4,0.05,0
580,332,86,2,0.25,0
581,333,26,4,0.0,0
582,334,79,4,0.25,0
583,335,36,4,0.05,0
584,336,53,2,0.25,0
585,336,41,3,0.0,0
586,336,39,3,0.0,0
587,337,74,4,0.3,0
588,338,86,3,0.0,0
589,339,21,2,0.0,0
590,339,68,2,0.0,0
591,340,68,2,0.15,0
592,340,54,4,0.0,0
593,340,47,4,0.25,0
594,340,26,1,0.0,0
595,341,62,3,,0
596,341,10,4,0.0,0
597,341,5,4,0.25,0
598,342,7,4,0.3,0
599,342,44,2,,0
600,343,17,4,0.0,0
601,343,21,1,0.0,0
602,343,17,4,0.0,0
603,344,14,4,0.2,0
604,345,81,4,0.0,0
605,345,64,3,,0
606,346,35,4,0.0,0
607,347,83,4,0.2,0
608,347,8,2,0.2,0
609,348,2,3,0.0,0
610,348,25,4,0.25,0
611,349,41,2,0.85,0
612,350,68,2,0.0,0
613,351,94,2,0.0,0
614,351,64,3,0.15,0
615,352,90,4,0.0,1
616,353,37,1,0.2,0
617,354,82,4,0.0,0
618,355,85,1,0.0,1
619,356,5,4,0.0,0
620,357,75,1,0.15,0
621,358,46,4,0.0,0
622,359,67,1,0.15,0
623,360,99,3,0.3,0
624,360,45,2,0.0,0
625,360,34,4,0.0,0
626,361,94,3,0.0,0
627,362,96,3,0.0,0
628,363,16,2,0.05,0
629,364,20,1,0.15,0
630,364,71,2,0.0,0
631,365,63,1,0.0,0
632,366,52,4,0.0,0
633,366,33,2,0.15,0
634,366,99,1,0.2,0
635,367,78,4,0.0,1
636,368,76,2,0.05,0
637,369,14,2,0.0,0
638,369,92,2,0.0,0
639,370,13,3,0.25,0
640,370,62,4,0.0,0
641,371,47,2,0.1,0
642,372,10,2,0.0,0
643,372,50,4,0.0,0
644,372,81,1,0.0,0
645,373,68,3,0.0,0
646,373,97,4,0.85,1
647,374,84,4,0.25,0
648,375,50,2,0.25,0
649,376,64,4,0.0,0
650,377,41,1,0.0,0
651,377,86,2,0.0,0
652,378,42,2,0.0,0
653,378,33,3,0.0,0
654,379,85,4,0.15,0
655,380,92,4,0.0,0
656,380,58,2,0.0,0
657,380,83,3,0.0,0
658,380,12,1,0.0,0
659,380,69,2,0.0,0
660,381,95,4,0.0,0
661,382,94,4,0.0,0
662,382,7,2,0.05,0
663,383,84,4,0.15,0
664,383,83,4,0.2,0
665,383,76,4,0.0,0
666,384,67,1,0.0,0
667,384,32,3,0.0,0
668,385,82,4,0.0,0
669,385,43,4,0.05,0
670,385,38,1,0.0,0
671,386,75,4,0.05,0
672,387,51,1,0.2,0
673,388,16,4,0.0,0
674,388,26,3,0.0,0
675,389,35,1,0.0,0
676,390,3,4,0.0,0
677,391,66,2,0.1,0
678,391,68,4,0.0,0
679,391,65,2,,0
680,391,92,3,0.15,0
681,392,98,2,0.1,0
682,392,12,3,0.3,0
683,393,3,2,0.0,1
684,393,52,1,0.0,1
685,394,86,2,0.0,0
686,394,82,1,0.0,0
687,394,79,1,0.0,0
688,395,4,4,0.0,0
689,395,37,1,0.0,0
690,396,78,3,0.0,0
691,396,12,1,0.0,0
692,397,7,4,0.0,0
693,397,67,3,0.05,0
694,398,14,4,0.0,0
695,398,1,4,0.85,0
696,399,36,1,0.3,0
697,399,76,3,0.0,0
698,399,5,2,0.05,0
699,400,58,4,0.1,0
700,400,82,4,0.05,0
701,400,45,2,0.15,0
702,400,11,4,0.15,0
703,401,97,4,0.85,0
704,401,87,2,0.3,0
705,402,89,2,0.25,0
706,402,16,3,0.0,0
707,402,100,3,0.0,0
708,403,48,2,0.1,0
709,404,64,4,0.1,0
710,404,92,3,0.3,0
711,405,62,4,0.2,0
712,405,26,3,,0
713,405,89,3,0.0,0
714,406,79,1,0.0,0
715,406,49,3,0.0,0
716,407,99,2,0.0,0
717,408,49,1,0.25,0
718,408,54,2,0.0,0
719,408,59,1,0.15,0
720,409,100,3,0.0,0
721,409,57,3,0.0,0
722,410,95,2,0.0,0
723,411,68,3,0.1,0
724,412,91,2,0.0,0
725,413,89,2,0.0,0
726,414,37,2,0.0,0
727,414,22,2,0.0,0
728,414,87,2,0.0,0
729,415,8,4,,0
730,416,77,1,,0
731,417,93,2,0.1,0
732,417,67,4,,0
733,418,48,1,0.0,0
734,418,84,1,0.25,0
735,418,84,2,0.05,0
736,419,39,2,0.25,0
737,420,1,4,0.0,0
738,421,59,2,0.0,0
739,421,32,4,0.0,0
740,422,34,3,0.2,0
741,422,26,4,0.0,0
742,422,72,2,0.0,0
743,423,39,3,0.0,0
744,423,61,4,0.2,0
745,423,23,1,0.0,0
746,423,68,4,0.1,0
747,424,16,4,0.3,0
748,425,17,1,0.2,0
749,426,18,3,0.0,0
750,426,69,2,,0
751,427,45,4,0.2,0
752,428,74,1,0.0,0
753,429,78,2,0.0,0
754,429,82,2,0.0,1
755,429,58,2,,0
756,429,12,3,,0
757,430,50,2,0.0,0
758,430,19,2,,0
759,431,1,2,0.0,0
760,431,31,3,,0
761,432,42,1,0.25,0
762,433,5,3,0.0,0
763,433,13,2,,0
764,434,38,4,0.3,0
765,435,44,1,0.2,0
766,436,36,1,0.0,0
767,437,71,4,0.2,0
768,438,67,1,0.15,1
769,438,3,3,0.0,0
770,438,47,3,0.3,0
771,438,13,1,0.1,1
772,439,77,1,0.0,1
773,439,63,1,0.0,0
774,440,50,4,0.0,0
775,440,52,4,0.0,0
776,440,66,3,0.0,0
777,440,45,4,0.0,0
778,441,72,1,0.0,0
779,442,37,3,0.15,0
780,443,88,4,0.0,0
781,443,38,3,0.25,0
782,443,81,1,0.0,0
783,444,41,3,0.2,0
784,445,27,1,,0
785,446,34,1,0.2,0
786,447,54,120,0.2,0
787,448,47,3,0.0,0
788,448,25,1,0.0,0
789,448,4,3,0.05,0
790,449,50,4,0.0,0
791,449,71,2,0.0,0
792,449,79,4,0.0,0
793,449,4,2,0.0,0
794,450,14,1,0.0,0
795,450,36,4,0.2,0
796,450,22,1,0.0,0
797,451,40,2,0.05,0
798,452,56,2,0.0,0
799,453,31,2,0.15,0
800,453,32,4,0.25,0
801,454,68,3,0.1,0
802,455,63,1,0.0,0
803,456,68,1,0.0,0
804,456,52,1,0.0,0
805,456,43,4,0.0,0
806,456,46,3,0.0,0
807,456,91,4,0.0,0
808,457,66,4,0.0,0
809,457,40,3,0.0,0
810,457,64,3,0.0,0
811,457,21,2,0.0,0
812,458,22,2,0.0,0
813,459,86,3,0.0,0
814,459,14,3,0.1,0
815,460,67,2,0.25,0
816,461,83,4,,0
817,461,12,4,0.0,0
818,462,96,3,0.0,0
819,463,28,3,0.05,0
820,463,62,4,0.0,0
821,463,14,3,0.0,0
822,463,57,4,0.0,0
823,463,94,1,0.15,0
824,464,25,1,0.0,0
825,465,52,1,,0
826,465,78,2,,0
827,466,95,1,0.0,0
828,466,68,3,0.0,0
829,467,37,2,0.0,0
830,468,34,1,0.0,0
831,469,98,2,0.25,0
832,470,58,2,0.0,0
833,471,84,2,0.05,0
834,472,33,4,0.3,0
835,473,30,4,0.0,0
836,473,63,1,0.0,0
837,474,47,2,,0
838,475,53,2,0.15,0
839,475,98,4,,0
840,475,2,4,0.0,0
841,476,44,2,0.0,0
842,476,23,2,0.0,0
843,477,73,1,0.0,0
844,478,83,1,0.25,1
845,479,54,2,0.1,0
846,480,54,1,0.3,0
847,480,100,2,0.0,0
848,481,71,3,0.05,0
849,482,72,1,0.2,0
850,482,21,2,0.0,0
851,482,40,4,0.2,0
852,483,29,2,0.0,0
853,484,79,3,0.0,0
854,484,73,1,0.0,0
855,485,71,2,0.0,0
856,485,32,4,0.0,0
857,485,11,3,0.15,0
858,485,64,3,0.0,0
859,485,44,4,0.3,0
860,486,38,2,0.25,0
861,487,35,1,0.2,0
862,488,16,2,0.0,0
863,489,51,1,0.0,0
864,490,38,-2,0.0,0
865,490,4,4,0.3,0
866,490,71,4,0.05,1
867,491,76,1,0.0,0
868,491,27,2,0.0,0
869,491,5,4,0.0,0
870,491,6,4,0.15,0
871,491,67,2,0.0,0
872,492,1,4,0.85,0
873,493,67,3,0.25,0
874,494,15,1,0.0,0
875,495,3,2,0.3,0
876,496,66,2,0.3,0
877,497,47,1,0.1,0
878,497,54,2,0.25,0
879,497,40,4,0.0,0
880,497,91,1,0.0,0
881,498,14,1,0.1,0
882,498,34,2,0.0,0
883,499,79,2,0.3,0
884,500,83,3,0.05,0
885,500,26,3,0.2,0
886,500,6,3,0.0,0
887,500,72,2,0.85,0
888,500,45,2,0.0,0
889,501,37,4,0.0,0
890,501,49,3,0.0,0
891,502,93,3,0.0,0
892,502,11,4,0.2,0
893,502,17,3,0.3,0
894,503,95,4,0.0,0
895,504,87,4,0.25,0
896,504,78,4,0.0,1
897,505,30,1,0.0,0
898,505,31,1,0.0,0
899,506,34,2,0.0,0
900,507,62,1,0.15,0
901,507,84,4,0.05,0
902,508,32,3,0.05,0
903,509,30,1,0.0,1
904,510,64,1,0.0,0
905,510,25,2,0.0,0
906,511,58,4,0.0,0
907,511,51,1,0.0,0
908,511,67,4,0.0,0
909,512,9,2,0.0,0
910,512,69,1,0.0,0
911,512,17,4,0.25,0
912,513,63,3,0.15,0
913,513,32,3,0.1,0
914,514,70,1,0.0,0
915,515,65,1,0.0,0
916,516,42,3,0.2,0
917,516,5,2,0.0,0
918,516,41,3,,0
919,516,41,3,0.0,0
920,517,67,1,0.0,0
921,518,96,2,0.15,0
922,518,40,1,0.15,0
923,519,11,2,0.0,0
924,519,99,4,0.05,0
925,519,9,4,0.0,0
926,520,28,4,0.15,0
927,520,17,1,0.25,0
928,520,59,4,0.3,0
929,521,23,1,0.0,0
930,521,28,3,0.0,0
931,521,56,4,0.0,0
932,522,98,3,0.0,0
933,523,95,1,0.0,0
934,524,48,2,0.0,0
935,525,54,1,0.2,0
936,525,83,1,0.0,0
937,526,28,2,0.05,0
938,526,35,2,0.0,0
939,526,98,1,0.0,0
940,527,100,2,0.15,0
941,528,64,3,0.0,0
942,528,5,3,0.0,0
943,529,96,4,0.15,0
944,530,93,2,0.0,0
945,530,50,4,0.0,0
946,531,32,3,0.05,0
947,532,70,3,0.0,0
948,532,68,1,0.0,0
949,533,93,2,0.0,0
950,534,78,3,0.0,0
951,534,67,1,0.0,0
952,534,54,3,0.0,0
953,535,58,4,0.2,0
954,536,5,1,0.0,0
955,537,33,1,0.0,0
956,537,3,3,0.0,0
957,537,25,1,0.3,0
958,538,88,1,0.0,0
959,538,80,1,0.1,0
960,538,51,2,0.0,0
961,538,51,3,0.0,0
962,539,85,4,0.05,0
963,540,57,3,0.3,0
964,541,14,2,,1
965,542,68,1,0.25,0
966,543,9,4,0.0,0
967,544,49,3,0.3,0
968,544,51,2,0.15,0
969,544,95,3,0.0,0
970,545,8,2,0.0,0
971,546,22,1,0.0,0
972,546,78,3,0.0,0
973,547,84,1,0.0,0
974,547,82,4,0.0,0
975,547,97,1,0.0,0
976,547,81,3,0.0,0
977,547,99,1,0.0,0
978,548,28,4,0.0,0
979,548,41,1,0.0,0
980,549,28,2,,0
981,550,51,4,0.15,0
982,550,91,4,0.0,0
983,550,55,2,0.05,0
984,551,25,3,0.0,0
985,552,29,1,0.0,0
986,552,96,1,0.0,0
987,553,99,1,0.3,1
988,554,41,4,0.0,0
989,554,13,1,0.0,0
990,554,1,1,0.0,0
991,554,59,4,0.0,0
992,554,17,2,0.0,0
993,555,10,1,0.0,0
994,555,56,3,0.2,0
995,556,73,4,0.1,0
996,556,57,4,0.0,0
997,556,74,4,0.0,0
998,557,85,1,0.3,0
999,558,8,1,0.05,0
1000,558,94,2,0.05,0
1001,558,63,4,0.05,0
1002,559,88,2,0.25,0
1003,560,88,1,0.0,0
1004,561,94,1,0.0,0
1005,562,8,1,0.0,0
1006,563,73,2,0.25,0
